word,ipa
prefabricated,pɹifæbɹɪkejtɪd
sparked,spɑɹkt
maddening,mædənɪŋ
saraswati,sɑɹɑswɑti
inhibit,ɪnhɪbət
dwindling,dwɪndəlɪŋ
minami,minɑmi
formed,fɔɹmd
waronker,wɔɹɑŋkɹ̩
bavaria,bəvɛɹiə
banished,bænɪʃt
taut,tɔt
jeeves,d͡ʒivz
invited,ɪnvajtəd
brunch,bɹʌnt͡ʃ
doyle,dojl
doctrines,dɑktɹənz
orchestras,ɔɹkəstɹəz
colonists,kɑlənəsts
thorax,θɔɹæks
exceptional,ɪksɛpʃənəl
litter,lɪtɹ̩
dev,dɛv
regardless,ɹəɡɑɹdləs
chopra,t͡ʃɑpɹə
academician,ækədəmɪʃən
keychain,kit͡ʃn
knots,nɑts
splits,splɪts
trustees,tɹʌstiz
chlorinated,klɔɹənejtəd
mace,mejs
elastics,ɪlæstɪks
entrance,ɛntɹəns
hann,hæn
reggae,ɹɛɡej
endpoints,ɛndpojnts
wheelbase,wilbejs
commons,kɑmənz
interviewing,ɪntɹ̩vjuɪŋ
somerville,sʌmɹ̩vɪl
liberties,lɪbɹ̩tiz
dixie,dɪksi
livingstone,lɪvɪŋstown
patient,pejʃənt
behaviour,bɪhejviɹ̩
oklahoma,owkləhowmə
ethyl,ɛθəl
guernsey,ɡɹ̩nzi
brussels,bɹʌsəlz
ducking,dʌkɪŋ
morph,mɔɹf
alexander,æləɡzændɹ̩
exhausted,ɪɡzɔstəd
poem,powəm
university,junəvɹ̩səti
bramble,bɹæmbəl
stroboscope,stɹowbəskowp
identification,ajdɛntəfəkejʃən
sandra,sændɹə
imagines,ɪmæd͡ʒənz
mediaeval,midiejvəl
lai,laj
jumps,d͡ʒʌmps
happenings,hæpənɪŋz
carole,kæɹəl
decrease,dikɹis
mewing,muɪŋ
resided,ɹɪzajdɪd
snapper,snæpɹ̩
woodworking,wʊdwɹ̩kɪŋ
potassium,pətæsiəm
nagasaki,nɑɡɑsɑki
deceptively,dɪsɛptɪvli
factor,fæktɹ̩
saddle,sædəl
ossuary,ɑswɛɹi
kodama,kowdɑmə
liturgy,lɪtɹ̩d͡ʒi
everything’s,ɛvɹɪθɪŋɡz
clinics,klɪnɪks
provide,pɹəvajd
bland,blænd
taskbar,tæskbɑɹ
austrian,ɔstɹiən
glacier,ɡlejʃɹ̩
duluth,dəluθ
bachmann,bɑkmən
reunion,ɹiunjən
louie,lui
roscommon,ɹɑskɑmən
troubles,tɹʌbəlz
schreyer,ʃɹajɹ
descartes,dejkɑɹt
nikolay,nɪkəlej
mondo,mɑndow
doncaster,dɑnkæstɹ̩
giraffes,d͡ʒɹ̩æfs
toasted,towstɪd
infinitum,ɪnfənɪtəm
initiated,ɪnɪʃiejtəd
barre,bɛɹi
embargo,ɛmbɑɹɡow
shrew,ʃɹu
irrelevant,ɪɹɛləvənt
faceless,fejsləs
catfish,kætfɪʃ
expressions,ɪkspɹɛʃənz
imams,ajmɑmz
plank,plæŋk
architect,ɑɹkətɛkt
endless,ɛndləs
dismayed,dɪsmejd
encoded,ɛnkowdɪd
jumper,d͡ʒʌmpɹ̩
coefficients,kowəfɪʃənts
conferencing,kɑnfɹənsɪŋ
excuse,ɪkskjus
altoona,ɑltunə
mentoring,mɛntɹ̩ɪŋ
tapes,tejps
conditioner,kəndɪʃənɹ̩
pure,pjʊɹ
lyricism,lajɹɪsɪzəm
unarmed,ənɑɹmd
motorola,mowtɹ̩owlə
universals,junəvɹ̩səlz
smoking,smowkɪŋ
bruno,bɹunow
outermost,awtɹ̩mowst
slavic,slɑvɪk
tagore,təɡɔɹ
symbol,sɪmbəl
typeface,tajpfejs
laugh,læf
pals,pælz
bohemia,bowhimiə
intrinsic,ɪntɹɪnsɪk
ubiquity,jubɪkwɪti
cruel,kɹuəl
rewarded,ɹɪwɔɹdɪd
subsidies,sʌbsədiz
illustrates,ɪləstɹejts
contract,kɑntɹækt
originals,ɹ̩ɪd͡ʒənəlz
tighter,tajtɹ̩
lombardy,lɑmbɑɹdi
pacemaker,pejsmejkɹ̩
sore,sɔɹ
perpetrators,pɹ̩pətɹejtɹ̩z
whiskey,wɪski
sena,sɛnə
dreads,dɹɛdz
malheur,mælhɹ̩
briefly,bɹifli
regressions,ɹəɡɹɛʃənz
corral,kɹ̩æl
fibers,fajbɹ̩z
indies,ɪndiz
flight,flajt
hyperlinks,hajpɹ̩lɪŋks
wicklow,wɪklaw
streamed,stɹimd
browns,bɹawnz
implementing,ɪmpləmɛntɪŋ
tinsley,tɪnsli
chong,t͡ʃɔŋ
scotsman,skɑtsmən
curricular,kɹ̩ɪkjəlɹ̩
revson,ɹɛvsən
translates,tɹænzlejts
bingo,bɪŋɡow
bottleneck,bɑtəlnɛk
longed,lɔŋd
bared,bɛɹd
decaying,dəkejɪŋ
handheld,hændhɛld
recursively,ɹɪkɹ̩sɪvli
riflemen,ɹajfəlmən
outposts,awtpowsts
motivated,mowtəvejtəd
thugs,θʌɡz
configurations,kənfɪɡjɹ̩ejʃənz
cellars,sɛlɹ̩z
nitric,najtɹɪk
predominately,pɹɪdɑmənətli
assembling,əsɛmbəlɪŋ
louisville,luivɪl
feat,fit
borland,bɔɹlənd
figured,fɪɡjɹ̩d
inform,ɪnfɔɹm
trials,tɹajəlz
ramparts,ɹæmpɑɹts
consequent,kɑnsəkwənt
acquittal,əkwɪtəl
handlers,hændlɹ̩z
rat,ɹæt
climatic,klajmætɪk
barrister,bæɹɪstɹ̩
goldsboro,ɡowldzbɹ̩ow
clashes,klæʃɪz
mayday,mejdej
fiasco,fiæskow
peterson,pitɹ̩sən
machine,məʃin
bixby,bɪksbi
arch,ɑɹt͡ʃ
raccoon,ɹækun
maples,mejpəlz
tunbridge,tʌnbɹɪd͡ʒ
corridors,kɔɹɪdɹ̩z
autonomy,ɔtɑnəmi
dai,daj
kang,kæŋ
underpinnings,ʌndɹ̩pɪnɪŋz
pains,pejnz
deafness,dɛfnəs
eyesight,ajsajt
hillsboro,hɪlzbɹ̩ow
malton,mæltən
lamellae,ləmɛl
dividends,dɪvədɛndz
acting,æktɪŋ
harrow,hæɹow
halloween,hæləwin
argonauts,ɑɹɡənɔts
sevier,sɛvjɹ̩
annette,ənɛt
immoral,ɪmɔɹəl
principally,pɹɪnsɪpli
abad,əbɑd
musician,mjuzɪʃən
tragedies,tɹæd͡ʒədiz
mammoth,mæməθ
principality,pɹɪnsɪpælɪti
shuddered,ʃʌdɹ̩əd
keystone,kistown
stamped,stæmpt
mary,mɛɹi
airport,ɛɹpɔɹt
joining,d͡ʒojnɪŋ
macy,mejsi
throwback,θɹowbæk
written,ɹɪtən
norton,nɔɹtən
purchased,pɹ̩t͡ʃəst
cheeseburger,t͡ʃizbɹ̩ɡɹ̩
mellowed,mɛlowd
blanco,blæŋkow
mattered,mætɹ̩d
banners,bænɹ̩z
insured,ɪnʃʊɹd
sponsor,spɑnsɹ̩
reflective,ɹɪflɛktɪv
dye,daj
classified,klæsəfajd
singapore,sɪŋəpɔɹ
hem,hɛm
globetrotters,ɡlowbtɹɑtɹ̩z
uncanny,ənkæni
questionnaires,kwɛst͡ʃənɛɹz
subjectively,səbd͡ʒɛktɪvli
declare,dɪklɛɹ
tiled,tajld
magpie,mæɡpaj
tenuous,tɛnjəwəs
locations,lowkejʃənz
midair,mɪdɛɹ
sponsors,spɑnsɹ̩z
carries,kæɹiz
coincide,kowɪnsajd
tamworth,tæmwɹ̩θ
alistair,ælɪstɛɹ
affinity,əfɪnəti
pashto,pæʃtow
res,ɹejz
skelter,skɛltɹ̩
teng,tɛŋ
disqualified,dɪskwɑləfajd
mongol,mɑŋɡəl
stratovolcano,stɹætowvowlkɑnow
reins,ɹejnz
tastes,tejsts
wearers,wɛɹɹ̩z
inquiringly,ɪnkwajɹ̩ɪŋli
luggage,lʌɡəd͡ʒ
christie,kɹɪsti
petrochemical,pɛtɹowkɛmɪkəl
regeneration,ɹid͡ʒɛnɹ̩ejʃən
certificates,sɹ̩tɪfɪkəts
substituents,sʌbstɪt͡ʃuənts
blunted,blʌntəd
resting,ɹɛstɪŋ
wrecks,ɹɛks
gulp,ɡʌlp
sagittarius,sæɡɪtɛɹiəs
calves,kævz
medallist,mɛdæləst
egg,ɛɡ
wiseman,wajzmən
cuttings,kʌtɪŋz
detox,ditɑks
lipstick,lɪpstɪk
colts,kowlts
governmental,ɡʌvɹ̩mɛntəl
inspire,ɪnspajɹ
driving,dɹajvɪŋ
yachts,jɑts
dogwood,dɔɡwʊd
skepticism,skɛptɪsɪzəm
taranaki,tɑɹənɑki
outright,awtɹajt
debt,dɛt
supreme,səpɹim
canandaigua,kænəndejɡwə
residencies,ɹɛsɪdɛnsiz
replenished,ɹiplɛnɪʃt
coronal,kɔɹ̩ənəl
avoids,əvojdz
insanity,ɪnsænəti
buys,bajz
imitate,ɪmətejt
composer,kəmpowzɹ̩
nathanael,næθənejl
intently,ɪntɛntli
evangeline,ɪvænd͡ʒɪlajn
phonetic,fənɛtɪk
oakdale,owkdejl
fallen,fɔlən
rice,ɹajs
adults,ədʌlts
veronica,vɹ̩ɑnɪkə
champlin,t͡ʃæmplɪn
busses,bʌsəz
victoria,vɪktɔɹiə
harp,hɑɹp
nicaragua,nɪkɹ̩ɑɡwə
sellout,sɛlawt
realizes,ɹiəlajzɪz
imitation,ɪmətejʃən
invariants,ɪnvɛɹiənts
caroline,kɛɹəlajn
nameplate,nejmplejt
iphone,ajfown
lobed,lowbd
denomination,dɪnɔmənejʃən
asphalt,æsfɔlt
postulated,pɑst͡ʃəlejtɪd
agora,æɡɹ̩ə
distribution,dɪstɹəbjuʃən
laon,lejɑn
allowed,əlawd
claiming,klejmɪŋ
capitalism,kæpɪtəlɪzəm
toggle,tɑɡəl
doughnut,downʌt
responds,ɹɪspɑndz
suzanne,suzæn
thornbury,θɔɹnbɛɹi
cucumbers,kjukəmɹ̩z
hype,hajp
aoki,ejowki
susceptibility,səsɛptəbɪləti
holborn,howlbɹ̩n
cottonwood,kɑtənwʊd
frieze,fɹiz
benefactor,bɛnəfæktɹ̩
squire,skwajɹ
cruiserweight,kɹuzɹ̩wejt
guarding,ɡɑɹdɪŋ
meru,mɛɹ̩u
vigorous,vɪɡɹ̩əs
ernie,ɹ̩ni
marble,mɑɹbəl
dept,dɛpt
getty,ɡɛti
ebert,ɛbɹ̩t
trait,tɹejt
recovering,ɹəkʌvɹ̩ɪŋ
ravenswood,ɹejvənzwʊd
lewiston,luəstən
ingrid,ɪŋɡɹɪd
response,ɹɪspɑns
giant,d͡ʒajənt
sisko,sɪskow
granules,ɡɹænəlz
kaba,kɑbə
quietly,kwajətli
grooming,ɡɹumɪŋ
shotguns,ʃɑtɡʌnz
headline,hɛdlajn
aleksandr,æləɡzændɹ̩
hued,hjud
pills,pɪlz
mejor,məd͡ʒɹ̩
populations,pɑpjəlejʃənz
corruption,kɹ̩ʌpʃən
larkin,lɑɹkɪn
yuen,jwɛn
trilateral,tɹajlætɹ̩əl
tribes,tɹajbz
suede,swejd
authenticity,ɔθəntɪsɪti
almond,ɑmənd
crier,kɹajɹ̩
temporarily,tɛmpɹ̩ɛɹəli
servicing,sɹ̩vɪsɪŋ
unsuccessful,ʌnsəksɛsfəl
inquired,ɪnkwajɹ̩d
persepolis,pɹ̩sɛpələs
sodium,sowdiəm
strikeout,stɹajkawt
opposites,ɑpəzəts
helpful,hɛlpfəl
yolks,jowks
hilltop,hɪltɑp
rejecting,ɹɪd͡ʒɛktɪŋ
tillman,tɪlmən
moray,mɹ̩ej
roberts,ɹɑbɹ̩ts
yeo,jiow
gnomes,nowmz
showing,ʃowɪŋ
kelsey,kɛlsi
offspring,ɔfspɹɪŋ
robberies,ɹɑbɹ̩iz
distracted,dɪstɹæktəd
we’re,wɛɹ
yesterday,jɛstɹ̩dej
skeptical,skɛptəkəl
comedy,kɑmədi
shallows,ʃælowz
malignant,məlɪɡnənt
flavour,flejvɹ̩
infrared,ɪnfɹɹ̩ɛd
filmmakers,fɪlmejkɹ̩z
aubrey,ɔbɹi
pole,powl
dispensary,dɪspɛnsɹi
chute,ʃut
motherboards,mʌðɹ̩bɔɹdz
torquay,tɔɹkej
bobbing,bɑbɪŋ
processed,pɹɑsɛst
modular,mɑd͡ʒəlɹ̩
knitter,nɪtɹ̩
angus,æŋɡəs
clover,klowvɹ̩
goodbye,ɡʊdbaj
kathryn,kæθɹɪn
disposition,dɪspəzɪʃən
prep,pɹɛp
impatience,ɪmpejʃəns
spent,spɛnt
carbonaceous,kɑɹbownejsəs
moderates,mɑdɹ̩əts
cardiovascular,kɑɹdiowvæskjəlɹ̩
mutagenesis,mjutəd͡ʒɛnəsəs
joshing,d͡ʒowʃɪŋ
chasers,t͡ʃejsɹ̩z
feuded,fjudɪd
mortgage,mɔɹɡəd͡ʒ
pleasure,plɛʒɹ̩
gable,ɡejbəl
donnie,dɑni
drifting,dɹɪftɪŋ
patriots,pejtɹiəts
optimized,ɑptəmajzd
dunk,dʌŋk
jennifer,d͡ʒɛnəfɹ̩
bruce,bɹus
ben,bɛn
seventy,sɛvənti
baritone,bɛɹətown
somehow,sʌmhaw
salts,sɔlts
ashkenazi,æʃkənɑzi
zen,zɛn
heaton,hitən
conscription,kənskɹɪpʃən
escorting,ɛskɔɹtɪŋ
capitalization,kæpɪtəlɪzejʃən
lover,lʌvɹ̩
abbas,əbɑs
lords,lɔɹdz
cooney,kuni
fez,fɛz
joan,d͡ʒown
willard,wɪlɹ̩d
mohan,mowhɑn
cast,kæst
leiden,lajdən
harassment,hɹ̩æsmənt
bathed,bejðd
nuns,nʌnz
putative,pjutətɪv
pesticides,pɛstəsajdz
springy,spɹɪŋi
galveston,ɡælvəstən
brewing,bɹuɪŋ
prevent,pɹɪvɛnt
conestoga,kɑnəstowɡə
curries,kɹ̩iz
skeptics,skɛptɪks
ferries,fɛɹiz
fizz,fɪz
lovelace,lʌvlejs
shading,ʃejdɪŋ
hang,hæŋ
importantly,ɪmpɔɹtəntli
trans,tɹænz
parrots,pɛɹəts
temperature,tɛmpɹət͡ʃɹ̩
nicholas,nɪkələs
underestimating,ʌndɹ̩ɛstɪmejtɪŋ
basket,bæskət
witchcraft,wɪt͡ʃkɹæft
principle,pɹɪnsəpəl
echoed,ɛkowd
livesey,lɪvɪsi
chroma,kɹowmə
annex,ænɛks
sky,skaj
franz,fɹænz
capabilities,kejpəbɪlətiz
rabindranath,ɹəbɪndɹənæθ
smile,smajl
realty,ɹiəlti
hypocrisy,hɪpɑkɹəsi
levitt,lɛvɪt
eminem,ɛmənəm
isabel,ɪzəbɛl
gai,ɡaj
mauritian,mɔɹɪʃən
controlled,kəntɹowld
member,mɛmbɹ̩
expense,ɪkspɛns
valentin,vɑlejntin
retribution,ɹɛtɹəbjuʃən
blushing,blʌʃɪŋ
masterpieces,mæstɹ̩pisəz
lop,lɑp
proposed,pɹəpowzd
tongue,tʌŋ
onion,ʌnjən
nominative,nɑmənətɪv
visionary,vɪʒənɛɹi
squawk,skwɔk
cues,kjuz
jolie,d͡ʒowli
replica,ɹɛplɪkə
repressed,ɹipɹɛst
risk,ɹɪsk
ligament,lɪɡəmənt
neumann,numən
classic,klæsɪk
cardiomyopathy,kɑɹdiowmjəpæθi
lowry,lawɹi
classmates,klæsmejts
pye,paj
campaigning,kæmpejnɪŋ
give,ɡɪv
anemones,ənmownz
binary,bajnɹ̩i
freely,fɹili
granary,ɡɹænɛɹi
toyotomi,towjowtowmi
drummond,dɹʌmənd
shawnee,ʃɔni
gaining,ɡejnɪŋ
inductees,ɪndʌktiz
rimmed,ɹɪmd
mag,mæɡ
gallery,ɡælɹ̩i
milligan,mɪlɪɡən
spar,spɑɹ
exploit,ɛksplojt
hold,howld
voyagers,vojɪd͡ʒɹ̩z
pastimes,pæstajmz
rated,ɹejtəd
face,fejs
aroostook,ɹustʊk
rabies,ɹejbiz
oviedo,owviejdow
slap,slæp
arkansas,ɑɹkənsɑ
abnormal,æbnɔɹməl
squads,skwɑdz
ion,ajən
sizing,sajzɪŋ
elusive,ɪlusɪv
puffing,pʌfɪŋ
fitchburg,fɪt͡ʃbɹ̩ɡ
hospitals,hɑspɪtəlz
gonzales,ɡɑnzɑləs
harvests,hɑɹvəsts
serif,sɛɹɪf
chalky,t͡ʃæki
lacandon,lɑkændən
statutory,stæt͡ʃətɔɹi
biennial,bajɛniəl
showers,ʃawɹ̩z
diligence,dɪləd͡ʒəns
incomprehensible,ɪŋkɑmpɹəhɛnsɪbəl
item,ajtəm
schoolchildren,skult͡ʃɪldɹən
melanie,mɛləni
powerless,pawɹ̩ləs
lyman,lajmən
flickering,flɪkɹ̩ɪŋ
nickname,nɪknejm
tenders,tɛndɹ̩z
obscures,əbskjʊɹz
promised,pɹɑməst
encrypt,ɛnkɹɪpt
cheese,t͡ʃiz
callicoon,kælɪkun
never,nɛvɹ̩
contingency,kəntɪnd͡ʒənsi
alvarado,ælvɹ̩ɑdow
nationalists,næʃənəlɪsts
photonic,fowtɑnɪk
hedgehogs,hɛd͡ʒhɑɡz
beret,bɛɹət
diplomatic,dɪpləmætɪk
guelph,ɡlf
parton,pɑɹtən
gradually,ɡɹæd͡ʒuəli
reuben,ɹubən
daredevil,dɛɹdɛvəl
propeller,pɹəpɛlɹ̩
ralf,ɹɑlf
bloodlines,blʌdlajnz
metamorphic,mɛtəmɔɹfɪk
incorporate,ɪnkɔɹpɹ̩ejt
bull,bʊl
chinle,t͡ʃɪnəl
luxuriating,lʌɡʒʊɹiejtɪŋ
palladino,pɑlɑdinow
daniel,dænjəl
intra,ɪntɹə
calculates,kælkjəlejts
piacenza,piɑt͡ʃɛnzə
glamour,ɡlæmɹ̩
embassies,ɛmbəsiz
aksum,ɑksəm
tobago,təbejɡow
resisted,ɹɪzɪstɪd
mcallister,məkæləstɹ̩
laptop,læptɑp
embroidery,ɛmbɹojdɹ̩i
deductive,dɪdʌktɪv
sunk,sʌŋk
circulating,sɹ̩kjəlejtɪŋ
filtration,fɪltɹejʃən
spoof,spuf
cooled,kuld
ally,ælaj
songbird,sɔŋbɹ̩d
bluebells,bluɪbɛlz
farmstead,fɑɹmstɛd
formulate,fɔɹmjəlejt
collaboration,kəlæbɹ̩ejʃən
chenango,t͡ʃənæŋɡow
mormons,mɔɹmənz
snow,snow
mistaken,mɪstejkən
medak,mɛdæk
tactless,tæktləs
snooker,snʊkɹ̩
presume,pɹɪzum
extras,ɛkstɹəz
riccardo,ɹɪkɑɹdow
apparently,əpɛɹəntli
apprehension,æpɹɪhɛnʃən
polite,pəlajt
cheating,t͡ʃitɪŋ
adoration,ædɹ̩ejʃən
recommendation,ɹɛkəməndejʃən
diary,dajɹ̩i
switched,swɪt͡ʃt
misrecognized,mɪsɹɛkəɡnajzd
dash,dæʃ
aces,ejsɪz
styles,stajlz
morehouse,mɔɹhaws
workflow,wɹ̩kflow
closes,klowzɪz
bridget,bɹɪd͡ʒət
faith,fejθ
mcgregor,məɡɹɛɡɹ̩
outlaws,awtlɔz
meter,mitɹ̩
domestic,dəmɛstɪk
erupts,ɪɹʌpts
executive,ɪɡzɛkjətɪv
blogs,blɑɡz
roots,ɹuts
ohrid,owɹəd
tacks,tæks
strain,stɹejn
leopold,liəpowld
scrumpy,skɹʌmpi
fatah,fɑtə
poked,powkt
lavas,lɑvɑz
brushed,bɹʌʃt
chaser,t͡ʃejsɹ̩
discretion,dɪskɹɛʃən
candidate,kændədejt
hemoglobin,himəɡlowbən
compensate,kɑmpənsejt
connors,kɑnɹ̩z
emergent,ɪmɹ̩d͡ʒənt
crawford,kɹɔfɹ̩d
speak,spik
glaciers,ɡlejʃɹ̩z
photon,fowtɑn
speculations,spɛkjəlejʃənz
inclined,ɪnklajnd
taira,tɑɪɹə
primates,pɹajmejts
eliezer,ɛlizɹ̩
pins,pɪnz
moorland,mʊɹlænd
stillwell,stɪlwɛl
peaky,piki
saxophonist,sæksəfownɪst
attendance,ətɛndəns
davies,dejviz
grandee,ɡɹændi
warburg,wɔɹbɹ̩ɡ
fat,fæt
waterfowl,wɔtɹ̩fawl
snapshots,snæpʃɑts
dusk,dʌsk
featureless,fit͡ʃɹ̩ləs
onondaga,ɑnəndɔɡə
steep,stip
mei,maj
multimedia,mʌltimidiə
congolese,kɔŋɡowliz
small,smɔl
clay,klej
coughing,kɑfɪŋ
crossbones,kɹɔsbownz
stacked,stækt
wasting,wejstɪŋ
grime,ɡɹajm
hymn,hɪm
vittorio,vitɔɹiow
shut,ʃʌt
noam,nowm
teleportation,tɛləpɔɹtejʃən
preston,pɹɛstən
caesium,kejziəm
maneuvers,mənuvɹ̩z
corcoran,kɔɹkɹ̩ən
antibiotic,æntibiɑtɪk
pianists,piænəsts
anaheim,ænəhajm
monster,mɑnstɹ̩
does,dowz
overestimated,owvɹ̩ɛstəmejtɪd
linker,lɪŋkɹ̩
arts,ɑɹts
dingle,dɪŋɡəl
packer,pækɹ̩
buggies,bʌɡiz
romanization,ɹowmənəzejʃən
mating,mejtɪŋ
bogies,bɑɡiz
assailant,əsejlənt
halo,hejlow
touted,tawtɪd
namesake,nejmsejk
ambience,æmbiəns
ashby,æʃbi
blessings,blɛsɪŋz
polders,powldɹ̩z
uniting,junajtɪŋ
outbreaks,awtbɹejks
account,əkawnt
shang,ʃæŋ
calligrapher,kæləɡɹəfɹ̩
stu,stu
slam,slæm
imperfections,ɪmpɹ̩fɛkʃənz
daffy,dæfi
bisexuality,bajskʃəæləti
resemblance,ɹɪzɛmbləns
shear,ʃɪɹ
convulsions,kənvʌlʃənz
microfilm,majkɹəfɪlm
arrondissement,æɹɑndɪsəmənt
schools,skulz
inclusive,ɪnklusɪv
compliments,kɑmpləmənts
nevis,nɛvɪs
pasquini,pɑskwini
coordination,kowɔɹdənejʃən
underwhelming,ʌndɹ̩wɛlmɪŋ
burgeoning,bɹ̩d͡ʒənɪŋ
nazis,nɑtsiz
montevideo,mɑntəvɪdiow
want,wɑnt
meandering,miændɹ̩ɪŋ
saxons,sæksənz
diagonal,dajæɡənəl
crusty,kɹʌsti
issues,ɪʃuz
initiatives,ɪnɪʃətɪvz
widely,wajdli
your,jɔɹ
callisto,kælɪstow
trailed,tɹejld
expanded,ɪkspændəd
various,vɛɹiəs
spartan,spɑɹtən
specially,spɛʃəli
fabricate,fæbɹəkejt
jacobi,jɑkowbi
chimpanzee,t͡ʃɪmpænzi
feedstock,fidstɑk
winds,wɪndz
granular,ɡɹænjəlɹ̩
flamed,flejmd
shield,ʃild
provo,pɹowvow
boardwalk,bɔɹdwɔk
thornton,θɔɹntən
monklands,mʌŋkləndz
hostages,hɑstəd͡ʒəz
warned,wɔɹnd
zoom,zum
benefit,bɛnəfɪt
boost,bust
idol,ajdəl
spiciness,spajsinəs
kinds,kajndz
deco,dɛkow
thoroughfares,θɹ̩owfɛɹz
sanction,sæŋkʃən
mossy,mɔsi
cyst,sɪst
placed,plejst
yelling,jɛlɪŋ
ezrin,ɛzɹɪn
emancipation,ɪmænsəpejʃən
canton,kæntən
ladysmith,lejdismɪθ
hexham,hɛksəm
contextual,kəntɛkst͡ʃəəl
subjective,səbd͡ʒɛktɪv
shallow,ʃælow
foils,fojlz
pregnant,pɹɛɡnənt
neutrons,nutɹɑnz
graf,ɡɹæf
grubby,ɡɹʌbi
subspace,sʌbspejs
battalion,bətæljən
bacterial,bæktɪɹiəl
confessions,kənfɛʃənz
gritting,ɡɹɪtɪŋ
marrows,mɑɹowz
combative,kəmbætɪv
yama,jɑmə
repealed,ɹɪpild
salem,sejləm
bearded,bɪɹdəd
warranted,wɔɹəntɪd
dowling,dawlɪŋ
plaintiff,plejntəf
stuart,stuɹ̩t
paths,pæðz
reprieve,ɹipɹiv
malvern,mælvɹ̩n
middens,mɪdənz
underlain,ʌndɹ̩lən
purplish,pɹ̩plɪʃ
confusion,kənfjuʒən
plums,plʌmz
puzzled,pʌzəld
sparks,spɑɹks
ivanhoe,ajvənhow
reims,ɹimz
mac,mæk
ashur,æʃɹ̩
oxted,ɑkstɪd
resettlement,ɹisɛtəlmənt
sightseeing,sajtsiɪŋ
sprayed,spɹejd
bernardino,bɹ̩nədinow
tux,tʌks
terraforming,tɹ̩əfɔɹmɪŋ
nigerian,najd͡ʒɪɹiən
borg,bɔɹɡ
molly,mɑli
joey,d͡ʒowi
marianne,mɛɹiæn
longevity,lɔnd͡ʒɛvəti
domed,dowmd
socially,sowʃəli
domestically,dəmɛstɪkli
reconciliation,ɹɛkənsɪliejʃən
miscarriages,mɪskɛɹɪd͡ʒɪz
mirth,mɹ̩θ
noongar,nʊŋɡɹ̩
hendrix,hɛndɹɪks
menstruation,mənstɹejʃən
insulated,ɪnsəlejtəd
fjords,fjɔɹdz
avalanches,ævələnt͡ʃɪz
councillor,kawnsɪlɹ̩
turbines,tɹ̩bajnz
dubai,dubaj
revisionism,ɹivɪʒənɪzəm
paraphernalia,pɛɹəfənejljə
amateurish,æmət͡ʃɹ̩ɪʃ
permeable,pɹ̩məbəl
poached,powt͡ʃt
applause,əplɔz
hilton,hɪltən
cooperate,kowɑpɹ̩ejt
tod,tɑd
bayer,bejɹ̩
artistic,ɑɹtɪstɪk
howe,haw
shush,ʃʌʃ
modelled,mɑdɛld
centrifugal,sɛntɹɪfɪɡəl
chilli,t͡ʃɪli
greenway,ɡɹinwej
depth,dɛpθ
examined,ɪɡzæmənd
nanoscale,nɑnowskejl
curvature,kɹ̩vət͡ʃɹ̩
element,ɛləmənt
analogous,ənæləɡəs
monthly,mʌnθli
bosnia,bɑzniə
lincolnshire,lɪŋkənʃɪɹ
strata,stɹætə
flocks,flɑks
saunders,sɔndɹ̩z
drunkard,dɹʌŋkɹ̩d
north,nɔɹθ
flaring,flɛɹɪŋ
fretted,fɹɛtɪd
unexpectedly,ʌnɪkspɛktɪdli
shady,ʃejdi
recorded,ɹəkɔɹdəd
dude,dud
childish,t͡ʃajldɪʃ
stops,stɑps
influence,ɪnfluəns
jefferson,d͡ʒɛfɹ̩sən
therapies,θɛɹəpiz
devils,dɛvəlz
suspense,səspɛns
infamy,ɪnfəmi
interventions,ɪntɹ̩vɛnt͡ʃənz
islamic,ɪzlɑmɪk
mongolian,mɑŋɡowliən
reversal,ɹɪvɹ̩səl
excelsior,ɪksɛlsiɹ̩
lonesome,lownsəm
maynooth,mejnuθ
accrued,əkɹud
calloway,kælowwej
scroll,skɹowl
bagpipes,bæɡpajps
confided,kənfajdəd
quadratic,kwɑdɹætɪk
tasted,tejstəd
conventional,kənvɛnʃənəl
wealthier,wɛlθiɹ̩
warhead,wɔɹhɛd
niceties,najsɪtiz
browner,bɹawnɹ̩
dillingham,dɪlɪŋhæm
mooching,mut͡ʃɪŋ
equivalently,ɛkwɪvələntli
cantonment,kæntənmənt
duarte,dwɑɹtej
lactose,læktows
unrecognized,ənɹɛkəɡnajzd
nysa,nɪsə
developments,dɪvɛləpmənts
surveyor,sɹ̩vejɹ̩
moderator,mɑdɹ̩ejtɹ̩
autumn,ɔtəm
tamed,tejmd
counterpoint,kawntɹ̩pojnt
airfield,ɛɹfild
loy,loj
jackman,d͡ʒækmən
contractual,kəntɹækt͡ʃuəl
zamora,zəmɔɹə
textures,tɛkst͡ʃɹ̩z
militarily,mɪlətɛɹəli
orgy,ɔɹd͡ʒi
randolph,ɹændɑlf
fannie,fæni
paddle,pædəl
pillboxes,pɪlbɑksɪz
ragged,ɹæɡəd
disaster,dɪzæstɹ̩
gautama,ɡawtɑmə
elementary,ɛləmɛntɹi
invade,ɪnvejd
establishes,ɪstæblɪʃɪz
coup,ku
dozen,dʌzən
sorbet,sɔɹbɛt
impressed,ɪmpɹɛst
stunts,stʌnts
burden,bɹ̩dən
audiences,ɑdiənsəz
legislation,lɛd͡ʒəslejʃən
